unitid,insname,lat,long,endow1,endow2,enroll
199759,Southeastern Baptist Theological Seminary,35.98097,-78.513855,25627675,26057829,2742
102261,Southeastern Bible College,33.378935,-86.749045,1508350,1514323,151
137564,Southeastern University,28.031864,-81.918997,8252940,8945726,4538
221661,Southern Adventist University,35.049136,-85.050878,27936716,33232747,3125
123952,Southern California Institute of Architecture,34.04365,-118.232703,,,502
117575,Southern California Seminary,32.803259,-116.900531,115260,115261,235
117672,Southern California University of Health Sciences,33.924638,-117.985447,81000,339712,1044
221670,Southern College of Optometry,35.138252,-90.019856,18224617,17475572,528
228246,Southern Methodist University,32.845254,-96.784855,1425146000,1505296000,11643
206862,Southern Nazarene University,35.513295,-97.629504,23086486,23569490,2252
183026,Southern New Hampshire University,43.039892,-71.453938,19802869,21811715,61285
231086,Southern Vermont College,42.867031,-73.21866,3479365,3708941,475
233611,Southern Virginia University,37.740669,-79.350296,893697,1141135,732
217776,Southern Wesleyan University,34.728068,-82.761586,4458027,4845154,1736
179326,Southwest Baptist University,37.601603,-93.410451,25089420,26738813,3701
420246,Southwest College of Naturopathic Medicine & Health Sciences,33.408742,-111.894935,45696,53250,385
228468,Southwestern Adventist University,32.397136,-97.328511,7260825,10473208,789
228325,Southwestern Assemblies of God University,32.405477,-96.85315,7923960,8687342,1974
228486,Southwestern Christian College,32.735778,-96.286747,,,150
207856,Southwestern Christian University,35.513596,-97.639411,878282,861643,746
188207,Southwestern College,35.821845,-105.973055,783989,770859,168
155900,Southwestern College,37.2493,-96.9783,30842665,29595690,1471
123970,Southwestern Law School,34.061558,-118.288375,13735958,14437591,1031
228343,Southwestern University,30.635194,-97.664637,265590566,255955406,1515
157757,Spalding University,38.2415,-85.758851,15276251,16568893,2202
141060,Spelman College,33.74519,-84.410118,367036697,362986405,2144
148982,Spertus College,41.872741,-87.624634,8835294,8815959,178
172334,Spring Arbor University,42.206233,-84.551918,12558776,13311307,3401
102234,Spring Hill College,30.694751,-88.138199,22874407,21572324,1479
167899,Springfield College,42.105033,-72.555688,66260741,64406733,3241
475273,Springfield College-School of Professional and Continuing Studies,42.102696,-72.557049,,,1644
199698,St Andrews University,34.746283,-79.478385,8447113,8204474,645
195155,St Bernard's School of Theology and Ministry,43.102185,-77.526326,5004678,5037439,82
195164,St Bonaventure University,42.07863,-78.47586,61782106,63222695,1992
175005,St Catherine University,44.924542,-93.181925,74887264,80333293,4961
195173,St Francis College,40.693076,-73.991653,,,2672
123855,St John's Seminary,34.244034,-119.001395,76329093,74077875,116
195809,St John's University-New York,40.721979,-73.795301,664643254,685937386,20877
195216,St Lawrence University,44.589879,-75.161343,283875717,282085578,2472
179265,St Louis College of Pharmacy,38.637165,-90.260357,154851452,150651953,1389
154262,St Luke's College,42.517806,-96.404922,957207,1012707,244
174844,St Olaf College,44.462884,-93.183633,436671810,456240248,3046
137476,St Thomas University,25.920915,-80.256265,22615394,24933675,4918
130448,St Vincent's College,41.201198,-73.201106,4409939,4234988,675
207689,St. Gregory's University,35.367401,-96.954186,11868549,11788276,650
163976,St. John's College,38.981513,-76.491397,89274508,89799685,451
245652,St. John's College,35.666789,-105.912226,48651797,53329105,390
148593,St. John's College-Department of Nursing,39.807318,-89.645795,1703175,1697067,121
195544,St. Joseph's College-New York,40.690485,-73.968037,51776000,24396000,4749
228149,St. Mary's University,29.451793,-98.564307,174530000,182997000,3625
195243,St. Thomas Aquinas College,41.041126,-73.934182,42549138,43170532,1836
243744,Stanford University,37.426967,-122.168826,21466006000,22222957000,16980
123916,Starr King School for the Ministry,37.876939,-122.261778,7445691,6377220,85
179548,Stephens College,38.950631,-92.322997,46799691,47343426,901
155937,Sterling College,38.219783,-98.209966,14934333,15349786,704
231095,Sterling College,44.65225,-72.382372,1040895,1104836,117
137546,Stetson University,29.036295,-81.301604,207832070,208878395,4330
186867,Stevens Institute of Technology,40.744776,-74.025334,173055000,173681000,6359
474906,Stevens-Henager College,43.48362,-112.051671,,,118
477950,Stevens-Henager College,37.08327,-113.555511,,,166
438151,Stevens-Henager College,40.659626,-111.902145,,,1125
446677,Stevens-Henager College,41.718039,-111.835961,,,95
230630,Stevens-Henager College,40.269691,-111.713264,,,189
460899,Stevens-Henager College,43.59087,-116.278761,,,308
230621,Stevens-Henager College,41.232847,-112.011617,,,226
164173,Stevenson University,39.421264,-76.701247,77419161,79078747,4185
102270,Stillman College,33.199228,-87.585242,17344861,16981240,895
167996,Stonehill College,42.061448,-71.078123,190987117,188638643,2400
168005,Suffolk University,42.359134,-71.06192,194540110,185813403,7922
447953,SUM Bible College and Theological Seminary,37.734083,-122.177765,,,588
181543,Summit Christian College,41.829274,-103.675715,,,36
216278,Susquehanna University,40.79774,-76.87521,151751947,148746477,2199
216287,Swarthmore College,39.904081,-75.356066,1876669000,1845799000,1581
233718,Sweet Briar College,37.556317,-79.079735,94037842,77443141,320
196413,Syracuse University,43.040005,-76.136633,1183243707,1166108676,21789
155973,Tabor College,38.348606,-97.20096,8535363,8701859,729
102298,Talladega College,33.434258,-86.113675,3318382,3472095,989
137777,Talmudic College of Florida,25.7949,-80.141334,,,53
186900,Talmudical Academy-New Jersey,40.217171,-74.250332,,,66
196440,Talmudical Institute of Upstate New York,43.147062,-77.574943,,,17
451404,Talmudical Seminary of Bobov,40.634729,-73.995267,,,362
196431,Talmudical Seminary Oholei Torah,40.635963,-73.972235,,,349
216311,Talmudical Yeshiva of Philadelphia,39.989483,-75.247987,,,115
152530,Taylor University,40.458382,-85.496906,79677058,81048212,2168
196468,Teachers College at Columbia University,40.810311,-73.960399,276665177,263086307,4984
149329,Telshe Yeshiva-Chicago,41.975289,-87.716912,,,82
221856,Tennessee Temple University,35.032456,-85.27742,,,
221731,Tennessee Wesleyan University,35.444939,-84.592647,11148416,10627009,1027
228866,Texas Chiropractic College Foundation Inc,29.66482,-95.15012,3815249,3814374,282
228875,Texas Christian University,32.709568,-97.361537,1393241000,1486003000,10323
228884,Texas College,32.374185,-95.312259,1863165,3014703,853
228981,Texas Lutheran University,29.573274,-97.984601,93287083,91621052,1373
229160,Texas Wesleyan University,32.733314,-97.279631,40693447,56428371,2474
132408,The Baptist College of Florida,30.956401,-85.519033,6514982,6629194,481
164933,The Boston Conservatory,42.346933,-71.090502,11735026,13842305,798
143978,The Chicago School of Professional Psychology at Chicago,41.887903,-87.633933,17769220,36578075,1418
455433,The Chicago School of Professional Psychology at Irvine,33.650533,-117.838396,,,296
455664,The Chicago School of Professional Psychology at Los Angeles,34.047983,-118.257204,,,2174
459745,The Chicago School of Professional Psychology at Washington DC,38.90153,-77.033081,,,391
487153,The Chicago School of Professional Psychology at Xavier University of Louisiana,29.963649,-90.107006,,,16
201821,The Christ College of Nursing and Health Sciences,39.12072,-84.509237,4009967,5423810,737
488819,The Colburn Conservatory of Music,,,,,
142294,The College of Idaho,43.652653,-116.676838,106899675,100643082,1065
193645,The College of New Rochelle,40.899427,-73.781104,21002554,14639429,3593
195234,The College of Saint Rose,42.664664,-73.78611,35824100,31470680,4345
174899,The College of Saint Scholastica,46.81544,-92.105738,67073732,69406739,4329
206589,The College of Wooster,40.81046,-81.934674,278112603,280453482,2050
456542,The Commonwealth Medical College,41.41329,-75.656178,760012,1184831,442
191320,The General Theological Seminary,40.745787,-74.003701,29782635,29131569,46
146241,The John Marshall Law School,41.877966,-87.628567,10385017,9936507,1204
192110,The Juilliard School,40.773725,-73.982913,999769314,999377376,894
439701,The King's University,32.93935,-97.121771,2243843,1988743,764
454184,The King‰Ûªs College,40.639967,-74.117851,488040,488089,513
117751,The Master's University and Seminary,34.38214,-118.517422,17162714,18832160,1713
167057,The New England Conservatory of Music,42.340998,-71.086321,,,789
193654,The New School,40.735275,-73.994636,300058000,346852000,10344
448804,The Robert B Miller College,42.333225,-85.178861,16793,22104,218
195128,The Sage Colleges,42.72822,-73.693711,30473876,30626246,2897
475228,The Santa Barbara and Ventura Colleges of Law at Santa Barbara,34.42453,-119.704961,,,73
125037,The Santa Barbara and Ventura Colleges of Law at Ventura,34.257224,-119.233167,1987428,2108763,101
441131,The Seattle School of Theology & Psychology,47.613373,-122.350945,,,302
157748,The Southern Baptist Theological Seminary,38.248216,-85.687649,95612141,92712009,3671
475237,The University of America,33.56055,-117.133921,,,
202763,The University of Findlay,41.05441,-83.652067,32808301,35835018,5031
137847,The University of Tampa,27.947225,-82.465582,33821231,36055294,7959
215105,The University of the Arts,39.946017,-75.165888,52961886,52934650,1876
126012,The Wright Institute,37.868221,-122.253168,6742979,7215465,451
216348,Theological Seminary of the Reformed Episcopal Church,40.168702,-75.289789,0,73065,28
216357,Thiel College,41.41308,-80.382134,31127387,31425000,926
124292,Thomas Aquinas College,34.429009,-119.087141,16900850,16848781,377
161563,Thomas College,44.524046,-69.662923,10373412,10510830,1367
126049,Thomas Jefferson School of Law,32.71014,-117.154191,,,700
216366,Thomas Jefferson University,39.949062,-75.158147,568737000,708033000,3717
157809,Thomas More College,39.022963,-84.568923,17416846,19559280,1909
183275,Thomas More College of Liberal Arts,42.807701,-71.48364,40389,43668,87
141167,Thomas University,30.813954,-83.981478,5027393,5221804,1182
206048,Tiffin University,41.119193,-83.18355,7979786,9091487,3496
141185,Toccoa Falls College,34.59554,-83.353462,2510049,2589313,937
196583,Torah Temimah Talmudical Seminary,40.635509,-73.971973,,,89
176406,Tougaloo College,32.402719,-90.159405,11289535,11912330,872
196592,Touro College,40.75348,-73.989691,11347000,11782000,13033
459736,Touro University California,38.084841,-122.26555,,,1386
459824,Touro University Nevada,36.04329,-115.024021,,,1306
459727,Touro University Worldwide,33.80844,-118.057661,,,880
445054,Toyota Technological Institute at Chicago,41.78457,-87.592521,106223985,105632923,28
157818,Transylvania University,38.053236,-84.493883,169015033,166098150,1053
221892,Trevecca Nazarene University,36.142115,-86.753566,26350249,26726261,2640
206154,Tri-State Bible College,38.42617,-82.585854,,,52
152567,Trine University,41.633389,-85.005696,26798380,29288553,3395
485078,Trine University-Arizona Regional Campus,33.613005,-112.237552,,,335
414878,Trine University-Regional/Non-Traditional Campuses,41.176826,-85.108364,,,610
137953,Trinity Baptist College,30.323755,-81.705655,73986,72523,441
200484,Trinity Bible College and Graduate School,46.001037,-98.517906,153090,207289,217
149505,Trinity Christian College,41.669189,-87.784157,10342709,10846307,1320
130590,Trinity College,41.746746,-72.688684,551798198,572033549,2397
137962,Trinity College of Florida,28.194222,-82.677065,614589,697184,205
146755,Trinity College of Nursing & Health Sciences,41.48559,-90.57091,2337728,2327439,271
216463,Trinity Episcopal School for Ministry,40.593686,-80.229331,17322078,17067544,173
135610,Trinity International University-Florida,26.099656,-80.257156,315786,325997,253
149514,Trinity International University-Illinois,42.197909,-87.882722,51159956,49948597,2237
123448,Trinity Law School,33.766071,-117.852059,178858,184641,189
235769,Trinity Lutheran College,47.980328,-122.207663,4109161,4116178,211
206215,Trinity Lutheran Seminary,39.958189,-82.940697,28495433,27627934,93
229267,Trinity University,29.46286,-98.482577,1187928689,1192776516,2438
131876,Trinity Washington University,38.927398,-77.004261,26060810,26377892,2161
196653,Trocaire College,42.846625,-78.812637,10803780,11042432,1369
141237,Truett McConnell University,34.594437,-83.745972,6153922,5792626,2017
168148,Tufts University,42.406994,-71.121689,1590045000,1593019000,11137
160755,Tulane University of Louisiana,29.939696,-90.120409,1169060000,1209322000,12485
200527,Turtle Mountain Community College,48.883758,-99.750836,1697795,1879512,555
221953,Tusculum College,36.172558,-82.761716,17560202,17238622,1809
102377,Tuskegee University,32.431021,-85.710315,130243897,119962116,2996
246789,Unification Theological Seminary,42.005744,-73.922774,1000000,1000000,82
196866,Union College,42.817578,-73.928498,415800000,441000000,2269
181738,Union College,40.774778,-96.651095,16462444,20197976,903
157863,Union College,36.869066,-83.887982,22266912,20881863,1088
446932,Union Graduate College,42.816692,-73.92838,1645452,1644128,433
206279,Union Institute & University,39.126856,-84.500139,764633,777977,1396
233842,Union Presbyterian Seminary,37.578935,-77.449317,153158848,144789672,184
196884,Union Theological Seminary in the City of New York,40.811461,-73.96212,106105759,102936031,220
221971,Union University,35.676896,-88.858524,34008662,36353406,3583
102395,United States Sports Academy,30.639329,-87.91163,1000000,1000000,319
197018,United Talmudical Seminary,40.7057,-73.959161,,,2447
206288,United Theological Seminary,39.81345,-84.273831,3578403,4280721,542
175139,United Theological Seminary of the Twin Cities,45.057139,-93.224977,12186589,10807194,110
200554,United Tribes Technical College,46.768773,-100.760705,717425,726842,391
161572,Unity College,44.603165,-69.332276,14239584,14227071,665
128744,University of Bridgeport,41.165587,-73.189352,30696000,33617000,5433
237312,University of Charleston,38.332577,-81.618667,40632643,40204102,2327
144050,University of Chicago,41.78917,-87.601196,6539289712,6553570933,15391
224323,University of Dallas,32.846202,-96.921573,55336000,58826000,2387
202480,University of Dayton,39.73686,-84.173662,518164000,500407000,11250
127060,University of Denver,39.695954,-104.964625,,,11797
169716,University of Detroit Mercy,42.417168,-83.138369,41225869,43908390,4920
153278,University of Dubuque,42.498027,-90.693568,81357052,100744127,2179
150534,University of Evansville,37.969955,-87.531963,130911927,128800500,2495
457402,University of Fort Lauderdale,26.146191,-80.204083,,,31
180258,University of Great Falls,47.490279,-111.270167,9102711,9997634,1134
129525,University of Hartford,41.796485,-72.714965,146113000,148917000,6912
160065,University of Holy Cross,29.912539,-89.997055,30368308,31333313,1135
151263,University of Indianapolis,39.709671,-86.134747,93119810,93191865,5504
200156,University of Jamestown,46.915402,-98.697209,35220747,34302019,1005
117140,University of La Verne,34.10086,-117.772634,63243924,68802897,8334
200217,University of Mary,46.724893,-100.752386,44231597,50956731,2872
226471,University of Mary Hardin-Baylor,31.066798,-97.463479,78817010,80752124,3898
135726,University of Miami,25.720406,-80.27645,865434666,887329315,16825
101693,University of Mobile,30.793247,-88.128934,22102795,21797072,1566
199069,University of Mount Olive,35.206314,-78.071265,31217178,31298257,3371
204185,University of Mount Union,40.905093,-81.108624,145688000,140147000,2191
161457,University of New England,43.458172,-70.385882,32598764,33731889,7794
129941,University of New Haven,41.291314,-72.961472,34810595,49057717,6786
204486,University of Northwestern Ohio,40.76005,-84.150423,,,3996
174491,University of Northwestern-St Paul,45.032969,-93.171579,16067895,16496616,3493
152080,University of Notre Dame,41.703058,-86.238959,8189096000,8784381000,12292
215062,University of Pennsylvania,39.951002,-75.193618,9582335000,10133569000,24876
157535,University of Pikeville,37.478835,-82.520265,20220387,20330542,2531
209825,University of Portland,45.571807,-122.726859,140151000,150666000,4338
236328,University of Puget Sound,47.263651,-122.479714,318501000,321676000,2774
121691,University of Redlands,34.063571,-117.163847,127521593,125701210,5215
233374,University of Richmond,37.577625,-77.538702,2313305000,2371810000,4181
205203,University of Rio Grande,38.88058,-82.377359,23551012,23496303,2077
195030,University of Rochester,43.126437,-77.631042,2015282553,2050199000,11105
152336,University of Saint Francis-Fort Wayne,41.087772,-85.173694,20089330,20745950,2240
130314,University of Saint Joseph,41.783028,-72.730489,25603000,26505000,2553
155812,University of Saint Mary,39.277308,-94.906935,13266471,15236973,1427
148885,University of Saint Mary of the Lake,42.281376,-88.00048,37799414,40484192,275
122436,University of San Diego,32.77142,-117.188721,468766000,469984000,8251
122612,University of San Francisco,37.775564,-122.450977,276944000,314337000,10797
215929,University of Scranton,41.40715,-75.658031,162453328,170075150,5422
219383,University of Sioux Falls,43.531574,-96.738229,25979887,25721163,1482
123961,University of Southern California,34.021058,-118.283858,4593014000,4709511000,43401
148584,University of St Francis,41.533341,-88.096368,15321950,17307753,3957
227863,University of St Thomas,29.738113,-95.394178,88988164,86629941,3359
174914,University of St Thomas,44.941662,-93.189422,398087599,393551704,10148
156541,University of the Cumberlands,36.736489,-84.162375,76522308,75253540,6276
225627,University of the Incarnate Word,29.468052,-98.467709,120474604,125280375,8666
107558,University of the Ozarks,35.477785,-93.467924,100535743,98341080,651
120883,University of the Pacific,37.980624,-121.307296,386440000,385013704,6281
488846,University of the People,,,,,
215132,University of the Sciences,39.946552,-75.208241,174796430,168614089,2664
188182,University of the Southwest,32.775496,-103.186948,6166146,6609948,1059
449870,University of the West,34.045985,-118.082964,11659415,11981367,324
207971,University of Tulsa,36.151887,-95.945175,1023411834,1043054591,4671
216542,University of Valley Forge,40.118341,-75.54864,2310358,1791661,919
210438,University of Western States,45.543172,-122.526989,2696467,2779569,839
154493,Upper Iowa University,42.840293,-91.799663,11470545,11561590,4797
440004,Upper Valley Educators Institute,43.637595,-72.230822,,,28
206330,Urbana University,40.099881,-83.760035,,,2042
455099,Urshan Graduate School of Theology,38.801695,-90.364462,,,63
216524,Ursinus College,40.19405,-75.455654,146575155,143260228,1643
206349,Ursuline College,41.494971,-81.466716,21517569,21980890,1178
446604,Uta Mesivta of Kiryas Joel,41.335099,-74.161452,,,1688
197045,Utica College,43.095183,-75.272407,24281839,24470339,4463
152600,Valparaiso University,41.463176,-87.045853,202737000,204314000,4524
221999,Vanderbilt University,36.14443,-86.804875,4046250000,4093388000,12567
149639,VanderCook College of Music,41.836833,-87.629138,503535,512004,196
123651,Vanguard University of Southern California,33.662686,-117.900911,4960106,4910050,2184
197133,Vassar College,41.685105,-73.894345,974179926,982970740,2435
188340,Vaughn College of Aeronautics and Technology,40.768348,-73.881721,3498762,3379259,1541
455992,Vermont College of Fine Arts,44.25521,-72.567616,514513,511373,366
231147,Vermont Law School,43.821797,-72.52207,11523394,10697961,583
197142,Villa Maria College,42.913045,-78.795666,2166595,2064037,543
216597,Villanova University,40.039388,-75.345457,501483015,563865441,10711
482228,Virginia Baptist College,38.29061,-77.531381,,,108
449834,Virginia Beach Theological Seminary,36.76592,-76.188671,775266,791005,40
460376,Virginia International University,,,,,
459082,Virginia Tech Carilion School of Medicine,37.25766,-79.942581,2392100,2829436,165
234164,Virginia Union University,37.561864,-77.450954,31526890,31167682,1922
234137,Virginia University of Lynchburg,37.395135,-79.151518,202092,1424450,402
234173,Virginia Wesleyan College,36.868417,-76.18606,57712712,57360562,1441
449764,Visible Music College,35.14455,-90.049231,500,500,109
240107,Viterbo University,43.802291,-91.244095,41946629,45054555,2756
218919,Voorhees College,33.307455,-81.130104,6473559,6467668,434
446613,W L Bonner College,34.040836,-81.031955,,,22
152673,Wabash College,40.037799,-86.905809,371229584,354914195,868
197197,Wagner College,40.615003,-74.09573,79383453,73156830,2213
199847,Wake Forest University,36.135301,-80.279004,1148026000,1167400000,7837
236896,Walla Walla University,46.047,-118.389771,22402188,22790458,1840
172608,Walsh College of Accountancy and Business Administration,42.573888,-83.147197,7556528,7411330,2549
206437,Walsh University,40.873295,-81.36911,21046406,21925835,2860
210304,Warner Pacific College,45.50676,-122.594411,10248105,10833738,523
480198,Warner Pacific College Adult Degree Program,45.50362,-122.562251,,,689
138275,Warner University,27.825751,-81.599972,4483120,6277675,1183
199865,Warren Wilson College,35.611762,-82.441097,53805119,54899308,812
154527,Wartburg College,42.727629,-92.480933,59101559,66859042,1537
154536,Wartburg Theological Seminary,42.485197,-90.691098,22974413,24196471,115
216667,Washington & Jefferson College,40.171898,-80.240388,135711770,136735510,1350
162210,Washington Adventist University,38.987206,-77.00131,3747951,3099969,1044
234207,Washington and Lee University,37.787832,-79.445724,1477923000,1471274000,2172
164216,Washington College,39.217329,-76.06878,201841205,204240520,1427
179867,Washington University in St Louis,38.648125,-90.311639,6719449000,6889230000,14688
392840,Watkins College of Art Design & Film,36.194659,-86.805888,2677113,2793153,292
229780,Wayland Baptist University,34.186673,-101.729564,74316962,84921601,5231
216694,Waynesburg University,39.899419,-80.18727,61395215,55602806,1869
197221,Webb Institute,40.884352,-73.644838,58009540,55963010,91
138293,Webber International University,27.838798,-81.532325,5764327,5085639,733
179894,Webster University,38.589269,-90.345654,128063467,129881837,15256
190424,Weill Cornell Medical College,40.764738,-73.954839,1243815063,1276985959,1037
220206,Welch College,36.134633,-86.826158,1401855,1459898,346
168218,Wellesley College,42.293765,-71.307966,1834137000,1881031000,2510
488855,Wellington Shaw Christian University,,,,,
197230,Wells College,42.744314,-76.696512,34128654,33967166,555
168227,Wentworth Institute of Technology,42.336632,-71.094983,91461836,89739718,4576
176451,Wesley Biblical Seminary,32.355011,-90.159447,535382,728587,92
131098,Wesley College,39.16325,-75.527377,6842913,6651765,1650
131973,Wesley Theological Seminary,38.939606,-77.08996,22813682,22842870,589
141325,Wesleyan College,32.874648,-83.717186,63251978,61123384,708
130697,Wesleyan University,41.55678,-72.656755,793334000,838774000,3138
237905,West Virginia University Hospital Departments of Rad Tech and Nutrition,39.650535,-79.964727,,,52
237969,West Virginia Wesleyan College,38.990476,-80.217094,44908387,44753388,1518
433387,Western Governors University,40.684783,-111.869857,,,70504
172477,Western Michigan University-Thomas M. Cooley Law School,42.731,-84.554429,26146133,25934530,1444
168254,Western New England University,42.115837,-72.518789,64774556,66201691,3912
210368,Western Seminary,45.512344,-122.605831,1128964,1134354,726
172705,Western Theological Seminary,42.786227,-86.101897,43287353,42476308,279
112525,Western University of Health Sciences,34.058092,-117.747732,15493770,25051136,3876
216807,Westminster College,41.118456,-80.331376,115107507,115512620,1310
230807,Westminster College,40.731495,-111.855553,72710884,73630746,2821
179946,Westminster College,38.847764,-91.954345,56329312,56598223,951
216816,Westminster Theological Seminary,40.09858,-75.17638,14025657,14208026,535
125718,Westminster Theological Seminary in California,33.121447,-117.046371,451966,461966,138
125727,Westmont College,34.449265,-119.661932,84368978,82837762,1297
168281,Wheaton College,41.966813,-71.184167,193544650,194729080,1598
149781,Wheaton College,41.870943,-88.09681,405027289,409613167,2929
238078,Wheeling Jesuit University,40.070873,-80.690804,16106296,13788523,1385
168290,Wheelock College,42.342503,-71.10582,54359581,53868729,1169
237057,Whitman College,46.07135,-118.33016,504524000,514676424,1470
125763,Whittier College,33.977625,-118.028402,99829110,97284299,2187
237066,Whitworth University,47.753699,-117.418078,125935087,129431885,2650
475200,Whitworth University-Adult Degree Programs,47.75309,-117.419321,,,338
216852,Widener University,39.86158,-75.356718,90212124,87246740,5303
402828,Widener University-Commonwealth Law School,40.324861,-76.854612,,,262
244190,Widener University-Delaware Law School,39.816493,-75.548908,,,653
206491,Wilberforce University,39.707993,-83.879358,12091102,9690315,646
229887,Wiley College,32.537646,-94.376821,6873048,6933066,1172
216931,Wilkes University,41.243204,-75.88833,43688807,43364548,5053
210401,Willamette University,44.935743,-123.030727,231642000,240942000,2746
176479,William Carey University,31.305264,-89.291815,14838041,15633168,4224
166717,William James College,42.295007,-71.203361,833847,832647,729
122728,William Jessup University,38.819494,-121.292968,1684054,1642670,1161
179955,William Jewell College,39.247848,-94.41207,72837321,66659800,1063
199272,William Peace University,35.789105,-78.636793,37940378,36319561,1038
154590,William Penn University,41.308868,-92.648348,7354972,7464793,1635
179964,William Woods University,38.857864,-91.949273,15477463,18297969,2172
107877,Williams Baptist College,36.126825,-90.939876,12645874,12862407,541
168342,Williams College,42.711669,-73.205888,2143152951,2265857318,2171
443340,Williamson Christian College,35.95623,-86.828301,,,70
206507,Wilmington College,39.441097,-83.817271,36997412,37689106,1112
131113,Wilmington University,39.682299,-75.586998,60278405,68273789,15002
217013,Wilson College,39.947461,-77.658075,71901570,67459420,923
206516,Winebrenner Theological Seminary,41.066303,-83.637409,1004769,1080883,74
199962,Wingate University,34.979384,-80.444465,48892581,51114140,3149
240338,Wisconsin Lutheran College,43.036943,-88.022718,26480719,28930205,1188
240213,Wisconsin School of Professional Psychology,43.105054,-88.026735,,,95
206525,Wittenberg University,39.937463,-83.814082,99384556,102505368,1876
218973,Wofford College,34.957914,-81.934572,191830918,184707575,1660
442064,Won Institute of Graduate Studies,40.099259,-75.154419,3131094,2953390,85
488907,Wongu University of Oriental Medicine,,,,,
125897,Woodbury University,34.209226,-118.340692,20896047,22483549,1457
168421,Worcester Polytechnic Institute,42.275067,-71.808792,433062000,435867000,6573
141936,World Medicine Institute,21.296439,-157.754719,,,41
401223,World Mission University,34.078818,-118.309136,,,332
406200,Wright Career College,38.93369,-94.669091,1272965,1408410,872
486460,Wright Graduate University for the Realization of Human Potential,42.793212,-88.602515,,,33
206622,Xavier University,39.149291,-84.477648,153477802,156378000,6260
160904,Xavier University of Louisiana,29.964162,-90.107307,161655540,160276105,2969
130794,Yale University,41.311158,-72.926688,23858561000,25542983000,12385
130785,Yale-New Haven Hospital Dietetic Internship,41.304214,-72.935579,,,12
245731,Yeshiva and Kollel Harbotzas Torah,40.624029,-73.960994,,,33
434937,Yeshiva College of the Nations Capital,39.042404,-77.030566,17633,17679,29
420325,Yeshiva D'monsey Rabbinical College,41.115776,-74.065944,,,61
197647,Yeshiva Derech Chaim,40.636889,-73.979757,,,145
486017,Yeshiva Gedola Ohr Yisrael,40.61359,-73.944041,,,40
375230,Yeshiva Gedolah Imrei Yosef D'spinka,40.628855,-73.992774,,,109
481410,Yeshiva Gedolah Kesser Torah,41.12494,-74.068551,,,70
247773,Yeshiva Gedolah of Greater Detroit,42.471924,-83.200754,,,69
488350,Yeshiva Gedolah Shaarei Shmuel,,,,,
476692,Yeshiva Gedolah Zichron Leyma,40.636528,-74.265525,,,21
197601,Yeshiva Karlin Stolin,40.624918,-73.983373,,,136
190752,Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,40.60049,-73.743901,,,34
455257,Yeshiva of Machzikai Hadas,40.638341,-73.987833,,,410
197674,Yeshiva of Nitra Rabbinical College,41.22085,-73.728423,,,245
431983,Yeshiva of the Telshe Alumni,40.896668,-73.911096,,,112
126076,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,34.085494,-118.346688,,,161
197692,Yeshiva Shaar Hatorah,40.703857,-73.8343,0,50000,86
441609,Yeshiva Shaarei Torah of Rockland,41.123903,-74.089939,,,91
486026,Yeshiva Sholom Shachna,40.6275,-73.973431,,,73
451398,Yeshiva Toras Chaim,40.098692,-74.182143,,,211
197708,Yeshiva University,40.8508,-73.928541,943467000,907060000,6194
481438,Yeshiva Yesodei Hatorah,40.065492,-74.201781,,,56
487746,Yeshiva Zichron Aryeh,,,,,
363712,Yeshivah Gedolah Rabbinical College,25.782409,-80.141029,,,31
451370,Yeshivas Be'er Yitzchok,40.682465,-74.213255,,,49
488101,Yeshivas Maharit D'Satmar,,,,,
405058,Yeshivas Novominsk,40.623611,-73.989901,,,144
197610,Yeshivat Mikdash Melech,40.616427,-73.969614,,,27
217040,Yeshivath Beth Moshe,41.394623,-75.656643,,,56
197735,Yeshivath Viznitz,41.118499,-74.066431,4190231,60691,651
197744,Yeshivath Zichron Moshe,41.730939,-74.621118,,,178
401250,Yo San University of Traditional Chinese Medicine,33.9929,-118.442947,,,175
181853,York College,40.867453,-97.579285,10834801,11156614,410
217059,York College Pennsylvania,39.946709,-76.727266,81016922,82102816,4739
141361,Young Harris College,34.93316,-83.847765,117372377,105273183,1204
458575,Zaytuna College,37.87712,-122.260781,32144,294181,61
